id,source,group,group_en,group_ru,group_he,equipment,name_en,name_ru,name_he,movement_type,category,has_image,has_technique
pg_new_394,pg,back,Back,Спина,גב,bosu,Lying back extension on Bosu / Fitball,Гиперэкстензия лёжа на Bosu / Fitball,פשיטת גב בשכיבה על בוסו / פיטבול,isolation,,yes,yes
pg_new_395,pg,legs,Legs,Ноги,רגליים,barbell,Standing back extension with dumbbells / barbell (Good Morning),Наклоны со штангой/гантелями стоя (Good Morning),פשיטת גב בעמידה כנגד משקולות / מוט,isolation,,yes,yes
pg_new_396,pg,back,Back,Спина,גב,cable,"Back extension against low pulley, facing / back to pulley","Гиперэкстензия на нижнем блоке, лицом/спиной к блоку","פשיטת גב כנגד פולי תחתון, פנים לפולי / גב לפולי",isolation,,yes,yes
pg_new_397,pg,back,Back,Спина,גב,cable,"Diagonal back extension against low pulley, each side separately","Диагональная гиперэкстензия на нижнем блоке, по сторонам","פשיטת גב באלכסון (בעמידה / בישיבה) כנגד פולי תחתון, כל צד בנפרד",isolation,,yes,yes
pg_new_398,pg,back,Back,Спина,גב,machine,Seated back extension machine,Гиперэкстензия сидя в тренажёре,"פשיטת גב בישיבה כנגד מכונה, גובע כיסא / מנוף",isolation,,yes,yes
pg_new_399,pg,forearms,Forearms,Предплечья,כפות ידים,dumbbells,"Wrist curl standing at Scott bench with forearm support, with dumbbells","Сгибание кисти стоя у скамьи Скотта с упором предплечий, с гантелями","כפיפה כף יד, בעמידה בכיסא כומר, עם תמיכה לאמות כנגד משקולות",isolation,,yes,yes
pg_new_400,pg,forearms,Forearms,Предплечья,כפות ידים,dumbbells,"Reverse wrist curl standing at Scott bench with forearm support, with dumbbells","Разгибание кисти стоя у скамьи Скотта с упором предплечий, с гантелями","פשיטה כף יד בעמידה בכיסא כומר, עם תמיכה לאמות כנגד משקולות",isolation,,yes,yes
pg_new_401,pg,forearms,Forearms,Предплечья,כפות ידים,dumbbells,Wrist curl in mid position with forearm support (raise hand upward to side),Сгибание кисти в среднем положении с упором (поднимать кисть вверх в сторону),כפיפה כף יד במיד פוזישון עם תמיכה לאמות (לעלות יד למעלה מהצד),isolation,,yes,yes
pg_new_402,pg,forearms,Forearms,Предплечья,כפות ידים,dumbbells,Reverse wrist curl in mid position with forearm support (raise hand upward behind back),Разгибание кисти в среднем положении с упором (поднимать кисть назад за спину),פשיטה כף יד במיד פוזישון עם תמיכה לאמות (לעלות יד למעלה מאחורי הגב),isolation,,yes,yes
pg_new_403,pg,forearms,Forearms,Предплечья,כפות ידים,dumbbells,"Wrist curl to 3 sides with forearm support, with dumbbells 7+7+7","Сгибание кисти в 3 стороны с упором, с гантелями 7+7+7",כפיפה כף יד ל-3 צדדים עם תמיכה לאמות כנגד משקולות 7+7+7,isolation,,yes,yes
pg_new_404,pg,forearms,Forearms,Предплечья,כפות ידים,dumbbells,"Wrist curl to 3 sides with forearm support, with dumbbells 7+7+7, each hand separately","Сгибание кисти в 3 стороны с упором, с гантелями 7+7+7, каждой рукой отдельно","כפיפה כף יד ל-3 צדדים עם תמיכה לאמות כנגד משקולות 7+7+7, כל יד בנפרד",isolation,,yes,yes
pg_new_405,pg,forearms,Forearms,Предплечья,כפות ידים,barbell,"Wrist curl standing at Scott bench with forearm support, with short bar / W-bar","Сгибание кисти стоя у скамьи Скотта с упором, с коротким / W-образным грифом","כפיפה כף יד בעמידה, בכיסא כומר עם תמיכה לאמות כנגד מוט קצר / מוט W",isolation,,yes,yes
pg_new_406,pg,forearms,Forearms,Предплечья,כפות ידים,barbell,"Reverse wrist curl standing at Scott bench with forearm support, with short bar / W-bar","Разгибание кисти стоя у скамьи Скотта с упором, с коротким / W-образным грифом",פשיטה כף יד בעמידה בעמדה כומר עם תמיכה לאמות כנגד מוט קצר / מוט W,isolation,,yes,yes
pg_new_407,pg,forearms,Forearms,Предплечья,כפות ידים,barbell,Reverse wrist curl with short bar seated on bench,Разгибание кисти с коротким грифом сидя на скамье,פשיטה כף יד כנגד מוט קצר בישיבה על ספה,isolation,,yes,yes
pg_new_408,pg,shoulders,Shoulders,Плечи,כתפיים,cable,"External shoulder rotation against pulley at elbow height, each hand separately","Наружная ротация плеча на блоке на уровне локтя, каждой рукой отдельно","רוטציה חיצונית בכתף כנגד פולי בגובה מרפק, כל יד בנפרד",isolation,,yes,yes
pg_new_409,pg,shoulders,Shoulders,Плечи,כתפיים,cable,"Internal shoulder rotation against pulley at elbow height, each hand separately","Внутренняя ротация плеча на блоке на уровне локтя, каждой рукой отдельно","רוטציה פנימית בכתף כנגד פולי בגובה מרפק, כל יד בנפרד",isolation,,yes,yes
pg_new_410,pg,shoulders,Shoulders,Плечи,כתפיים,other,"External shoulder rotation against resistance band at elbow height, each hand separately","Наружная ротация плеча с эспандером на уровне локтя, каждой рукой отдельно","רוטציה חיצונית בכתף כנגד גומיה בגובה מרפק, כל יד בנפרד",isolation,,yes,yes
pg_new_411,pg,shoulders,Shoulders,Плечи,כתפיים,other,"Internal shoulder rotation against resistance band at elbow height, each hand separately","Внутренняя ротация плеча с эспандером на уровне локтя, каждой рукой отдельно","רוטציה פנימית בכתף כנגד גומיה בגובה מרפק, כל יד בנפרד",isolation,,yes,yes
pg_new_412,pg,shoulders,Shoulders,Плечи,כתפיים,dumbbells,"External shoulder rotation with dumbbell, elbow on Smith machine bar, each hand separately","Наружная ротация плеча с гантелью, локоть на грифе Смит-машины, каждой рукой отдельно","רוטציה חיצונית בכתף כנגד משקולת, (מרפק על מוט של סמיט משין) כל יד בנפרד",isolation,,yes,yes
pg_new_413,pg,shoulders,Shoulders,Плечи,כתפיים,dumbbells,"Upright row with dumbbell from knee / floor, each hand separately","Тяга гантели вверх с колена/пола, каждой рукой отдельно","ענפת משקולת יד מגובע של ברך / מהרצפה, כל יד בנפרד",isolation,,yes,yes
pg_new_414,pg,back,Back,Спина,גב,dumbbells,"Horizontal row, bent over, supported with other hand, with dumbbell, each hand separately","Горизонтальная тяга в наклоне с упором другой рукой, с гантелью, каждой рукой отдельно","חתירה אופקית, בהטיית גוף, תמיכה ליד השנייה, כנגד משקולת, כל יד בנפרד",isolation,,yes,yes
pg_new_415,pg,shoulders,Shoulders,Плечи,כתפיים,dumbbells,Lateral raise seated on Fitball with dumbbells,Отведение рук в стороны сидя на Fitball с гантелями,הרחקת כתפיים בישיבה על פיטבול כנגד משקולות,isolation,,yes,yes
pg_new_416,pg,shoulders,Shoulders,Плечи,כתפיים,dumbbells,"Front raise seated on Fitball with dumbbells, each hand","Фронтальные подъёмы сидя на Fitball с гантелями, поочерёдно",כפיפת כתפיים בישיבה על פיטבול כנגד משקולות יד יד,isolation,,yes,yes
pg_new_417,pg,shoulders,Shoulders,Плечи,כתפיים,dumbbells,Lateral raise seated at 60° incline with dumbbells,Отведение рук в стороны сидя под углом 60° с гантелями,"הרחקת כתפיים, בישיבה 60 מעלות, כנגד משקולות",isolation,,yes,yes
pg_new_418,pg,shoulders,Shoulders,Плечи,כתפיים,dumbbells,Front raise seated at 60° incline with dumbbells,Фронтальные подъёмы сидя под углом 60° с гантелями,"כפיפת כתפיים, בישיבה 60 מעלות, כנגד משקולות",isolation,,yes,yes
pg_new_419,pg,shoulders,Shoulders,Плечи,כתפיים,cable,"Lateral raise standing against pulley at wrist height, each hand separately","Отведение руки в стороны стоя на блоке на уровне кисти, каждой рукой отдельно","הרחקת כתפיים בעמידה כנגד פולי בגובה כף יד, כל יד בנפרד",isolation,,yes,yes
pg_new_420,pg,back,Back,Спина,גב,barbell,Wide grip row against T-bar with end of bar,Тяга широким хватом к T-bar с краем грифа,חתירה באחיזה רחבה כנגד T-BAR עם קצה של המוט,isolation,,yes,yes
pg_new_421,pg,shoulders,Shoulders,Плечи,כתפיים,barbell,Front raise seated at 60° incline with W-bar,Фронтальные подъёмы сидя под углом 60° с W-грифом,כפיפת כתף בישיבה 60 מעלות כנגד מוט W,isolation,,yes,yes
pg_new_422,pg,shoulders,Shoulders,Плечи,כתפיים,barbell,"Shoulder press bent over on one knee, against end of bar, each hand separately","Жим плечом с упором на одно колено, с краем грифа, каждой рукой отдельно","לחיצת כתף, בהמידת על ברך אחד, כנגד קצה של המוט, כל יד בנפרד",isolation,,yes,yes
pg_new_423,pg,shoulders,Shoulders,Плечи,כתפיים,smith,Shoulder press seated against Smith machine (narrow grip),Жим плечами сидя в Смит-машине (узкий хват),לחיצת כתפיים בישיבה כנגד סמית משין (אחיזה צרה),isolation,,yes,yes
pg_new_424,pg,shoulders,Shoulders,Плечи,כתפיים,machine,Horizontal abduction seated against machine 12 (rear delt machine),Горизонтальное отведение сидя в тренажёре 12 (тренажёр задней дельты),הרחקה אופקית בישיבה כנגד מכונה 12,isolation,,yes,yes
pg_new_425,pg,shoulders,Shoulders,Плечи,כתפיים,machine,"Horizontal abduction seated from the side against machine 12, each hand separately","Горизонтальное отведение сидя сбоку в тренажёре 12, каждой рукой отдельно","הרחקה אופקית בישיבה מהצד כנגד מכונה 12, כל יד בנפרד",isolation,,yes,yes
pg_new_426,pg,shoulders,Shoulders,Плечи,כתפיים,smith,Upright row standing against Smith machine,Тяга вверх стоя в Смит-машине,חתירה בעמידה כנגד סמית' משין,isolation,,yes,yes
pg_new_427,pg,chest,Chest,Грудь,חזה,bodyweight,Push-ups on floor / push-up stands,Отжимания на полу / на упорах,שכיבות סמיכה ידיים על הרצפה / ידיים על מתקני יד,isolation,,yes,yes
pg_new_428,pg,chest,Chest,Грудь,חזה,bosu,Push-ups on Bosu,Отжимания на Bosu,שכיבות סמיכה ידיים על בוסו,isolation,,yes,yes
pg_new_429,pg,chest,Chest,Грудь,חזה,dumbbells,Push-ups on dumbbells,Отжимания на гантелях,שכיבות סמיכה ידיים על משקולות עגולות,isolation,,yes,yes
pg_new_430,pg,chest,Chest,Грудь,חזה,bodyweight,"Pike push-ups, feet on step, hips up","Отжимания щукой, ноги на возвышении, таз вверх","שכיבות סמיכה, רגליים על מדרגה, ישבת למעלה",isolation,,yes,yes
pg_new_431,pg,chest,Chest,Грудь,חזה,smith,"Push-ups, hands on Smith machine bar","Отжимания, руки на грифе Смит-машины",שכיבות סמיכה ידיים על מוט של סמית משין,isolation,,yes,yes
pg_new_432,pg,chest,Chest,Грудь,חזה,bosu,"Push-ups, feet on Bosu","Отжимания, ноги на Bosu",שכיבות סמיכה רגליים על הבוסו,isolation,,yes,yes
pg_new_433,pg,chest,Chest,Грудь,חזה,bosu,"Push-ups, one hand on Bosu, one on floor","Отжимания, одна рука на Bosu, другая на полу",שכיבות סמיכה יד 1 על בוסו 1 על הרצפה,isolation,,yes,yes
pg_new_434,pg,back,Back,Спина,גב,cable,Lat pulldown with underhand grip,Тяга верхнего блока обратным хватом,"משיכה בישיבה כנגד פולי עליון, באחיזה צרה והפוכה",isolation,,yes,yes
pg_new_435,pg,back,Back,Спина,גב,machine,Scapular retraction seated against machine,Сведение лопаток сидя в тренажёре,קירוב שכמות בישיבה כנגד מכונה,isolation,,yes,yes
pg_new_436,pg,back,Back,Спина,גב,cable,Scapular retraction seated against low pulley,Сведение лопаток сидя на нижнем блоке,קירוב שכמות בישיבה כנגד פולי תחתון,isolation,,yes,yes
pg_new_437,pg,back,Back,Спина,גב,barbell,Scapular retraction against T-bar,Сведение лопаток на T-грифе,קירוב שכמות בישיבה כנגד t-bar,isolation,,yes,yes
pg_new_438,pg,back,Back,Спина,גב,bodyweight,Shoulder extension on pull-up bar with resistance band,Разгибание плеча на турнике с эспандером,פשיטת כתפיים על מתח כנגד משקל גוף עם גומיה,isolation,,yes,yes
pg_new_439,pg,triceps,Triceps,Разгибатели локтя,פושטי מרפק,cable,"Triceps pushdown with overhead pulley, going down","Разгибание трицепса на верхнем блоке, направление вниз","פשיטת מרפקים בהטיית גוף כנגד פולי עליון, כיוון למטה",isolation,,yes,yes
pg_new_440,pg,triceps,Triceps,Разгибатели локтя,פושטי מרפק,cable,Triceps pushdown with cross-over low pulley,Разгибание трицепса на кроссовере с нижним блоком,פשיטת מרפקים בהטיית גוף כנגד כרוסוור פולי תחתון,isolation,,yes,yes
pg_new_441,pg,triceps,Triceps,Разгибатели локтя,פושטי מרפק,cable,"Triceps lying on stomach 30-45° with low pulley, each hand separately","Разгибание трицепса лёжа на животе 30-45° на нижнем блоке, каждой рукой отдельно",פשיטת מרפקים בשכיבה על הבטן 30-45 מעלות פולי תחתון כל יד בנפרד,isolation,,yes,yes
pg_new_442,pg,triceps,Triceps,Разгибатели локтя,פושטי מרפק,cable,"Triceps standing, body against pulley at hip height, back to pulley, going up","Разгибание трицепса стоя, тело у блока на уровне таза, спиной к блоку, вверх","פשיטת מרפקים בעמידה, גוף כנגד פולי בגובה ישבן, גב לפולי, כיוון למעלה",isolation,,yes,yes
pg_new_443,pg,triceps,Triceps,Разгибатели локтя,פושטי מרפק,cable,"Triceps standing against overhead pulley, with 2 hands or 1 (facing / back to pulley)","Разгибание трицепса стоя на верхнем блоке, 2 руками или 1 (лицом/спиной к блоку)",פשיטת מרפקים בעמידה כנגד פולי עליון ב-2 ידיים או יד 1 (פנים לפולי/גב לפולי),isolation,,yes,yes
pg_new_444,pg,triceps,Triceps,Разгибатели локтя,פושטי מרפק,cable,"Triceps standing against overhead pulley, one hand (facing / back to pulley)","Разгибание трицепса стоя на верхнем блоке, одной рукой (лицом/спиной к блоку)",פשיטת מרפקים בעמידה כנגד פולי עליון ביד 1 (פנים לפולי/גב לפולי),isolation,,yes,yes
pg_new_445,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,bodyweight,"Lying rotation with Pilates ball, left and right","Скручивания лёжа с мячом для пилатеса, влево и вправо","רוטציה בבטן בשכיבה כנגד כדור כוח, שמאלה וימינה",isolation,,yes,yes
pg_new_446,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,cable,"Crunches seated against pulley above head, with rope","Скручивания сидя на блоке над головой, с канатом","כפיפות בטן בישיבה כנגד פולי מעל ראש, עם חבל",isolation,,yes,yes
pg_new_447,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,cable,"Standing rotation against pulley at chest height, with 1 handle, each side separately","Скручивания стоя на блоке на уровне груди, с 1 рукоятью, по сторонам","רוטציה בבטן בעמידה כנגד פולי בגובה חזה, עם ידית 1, כל צד בנפרד",isolation,,yes,yes
pg_new_448,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,cable,"Diagonal crunches standing against bar attached to high pulley, each side","Диагональные скручивания стоя с грифом на верхнем блоке, по сторонам",כפיפות בטן באלכסון בעמידה כנגד מוט מחובר לפולי עליון כל צד בנפרד,isolation,,yes,yes
pg_new_449,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,cable,"Crunches kneeling, against high pulley, back to pulley","Скручивания на коленях на верхнем блоке, спиной к блоку","כפיפות בטן, בעמידה על ברכיים, כנגד פולי עליון, גב לפולי",isolation,,yes,yes
pg_new_450,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,cable,"Diagonal crunches kneeling, against high pulley, diagonal back to pulley","Диагональные скручивания на коленях на верхнем блоке, диагонально спиной к блоку","כפיפות בטן באלכסון, בעמידה על ברכיים, כנגד פולי עליון, גב אלכסון לפולי",isolation,,yes,yes
pg_new_451,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,cable,"Diagonal crunches standing against high pulley, facing pulley, side to side","Диагональные скручивания стоя на верхнем блоке, лицом к блоку, по сторонам","כפיפות בטן באלכסון, בעמידה, כנגד פולי עליון, פנים לפולי, צד צד / כל צד בנפרד",isolation,,yes,yes
pg_new_452,pg,chest,Chest,Грудь,חזה,barbell,Crunches lying on decline bench with bar / narrow bar / W-bar / H-bar,Скручивания лёжа на наклонной скамье вниз с грифом / узким / W / H,כפיפות בטן בשכיבה שיפוע שלילי עם מוט / מוט צר / מוט W / מוט H,isolation,,yes,yes
pg_new_453,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,bodyweight,Crunches lying (arms straight),Скручивания лёжа (руки прямые),כפיפות בטן בשכיבה (ידיים ישרות),isolation,,yes,yes
pg_new_454,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,bodyweight,"Crunches, legs at 80°, hands toward feet","Скручивания, ноги под 80°, руки к ногам","כפיפות בטן, רגליים ב-80 מעלות, ידיים לכיוון רגליים",isolation,,yes,yes
pg_new_455,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,bodyweight,"Diagonal crunches, legs at 80°, hand toward opposite foot, side to side","Диагональные скручивания, ноги под 80°, рука к противоположной стопе, по сторонам","כפיפות בטן באלכסון, רגליים ב-80 מעלות, יד לכיוון רגל נגדית, צד צד / כל צד בנפרד",isolation,,yes,yes
pg_new_456,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,bosu,"Diagonal crunches on Bosu, side to side, each side, hand upward","Диагональные скручивания на Bosu, по сторонам, каждая сторона, рука вверх","כפיפות בטן באלכסון על בוסו, צד צד, כל צד בנפרד, יד למעלה",isolation,,yes,yes
pg_new_457,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,bosu,Crunches on Fitball,Скручивания на Fitball,כפיפות בטן על פיטבול,isolation,,yes,yes
pg_new_458,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,bosu,"Diagonal crunches on Fitball, side to side","Диагональные скручивания на Fitball, по сторонам","כפיפות בטן באלכסון על פיטבול, צד צד / כל צד בנפרד",isolation,,yes,yes
pg_new_459,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,bodyweight,"Diagonal crunches lying, side to side","Диагональные скручивания лёжа, по сторонам","כפיפות בטן באלכסון, בשכיבה, צד צד / כל צד בנפרד",isolation,,yes,yes
pg_new_460,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,bodyweight,"Diagonal crunches hanging, side to side","Диагональные скручивания в висе, по сторонам","כפיפות בטן באלכסון, בתליה, צד צד / כל צד בנפרד",isolation,,yes,yes
pg_new_461,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,bodyweight,"Pelvic roll on apparatus 17, with back support","Перекат таза на тренажёре 17, с упором спины","גלגול אגן במתקן 17, בתמיכה עם הגב",isolation,,yes,yes
pg_new_462,pg,abdominals,Abdominals,Мышцы кора,שרירי ליבה,bodyweight,"Diagonal pelvic roll on apparatus 17, with back support, side to side","Диагональный перекат таза на тренажёре 17, с упором спины, по сторонам","גלגול אגן באלכסון במתקן 17, בתמיכה עם הגב, צד צד / כל צד בנפרד",isolation,,yes,yes
pg_new_463,pg,legs,Legs,Ноги,רגליים,machine,Hip abduction seated against machine,Отведение бедра сидя в тренажёре,הרחקה אופקית בישיבה כנגד מכונה,isolation,,yes,yes
pg_new_464,pg,legs,Legs,Ноги,רגליים,cable,"Hip abduction standing on step, from squat position, against low pulley, each leg","Отведение бедра стоя на степе, из приседа, на нижнем блоке, каждой ногой","הרחקת ירך, בעמידה על מדרגה, ממצב מתינה, כנגד פולי תחתון, כל רגל בנפרד",isolation,,yes,yes
pg_new_465,pg,legs,Legs,Ноги,רגליים,machine,"Forward fall from kneeling on box, legs in machine 11 (Nordic hamstring)","Наклон вперёд с колен на ящике, ноги в тренажёре 11 (Нордическая экстензия)","נפילה קדימה מעמידת ברכיים על ארגז, רגליים במכונה 11",isolation,,yes,yes
pg_new_466,pg,legs,Legs,Ноги,רגליים,dumbbells,"Hip abduction standing with dumbbell in hand on leg, each leg","Отведение бедра стоя с гантелью на ноге, каждой ногой","הרחקת ירך בעמידה עם משקולת ביד על הרגל, כל רגל בנפרד",isolation,,yes,yes
pg_new_467,pg,legs,Legs,Ноги,רגליים,dumbbells,"Static lunge with dumbbells, each side separately","Статические выпады с гантелями, по сторонам","מכרעים סטטי כנגד משקולות, כל צד בנפרד",isolation,,yes,yes
pg_new_468,pg,legs,Legs,Ноги,רגליים,dumbbells,"Hip abduction lying on side, 45-60° incline, with dumbbell on leg, each leg","Отведение бедра лёжа на боку, наклон 45-60°, с гантелью на ноге, каждой ногой","הרחקת ירך בשכיבה על הצד, שיפוע 45-60 מעלות, עם משקולת ביד על הרגל, כל רגל בנפרד",isolation,,yes,yes
pg_new_469,pg,legs,Legs,Ноги,רגליים,barbell,"Hip thrust on bench 30, with bar","Ягодичный мостик на скамье 30, со штангой","היפ טראסט על ספה 30, כנגד מוט",isolation,,yes,yes
pg_new_470,pg,legs,Legs,Ноги,רגליים,smith,Lunges against Smith machine,Выпады в Смит-машине,מכרעים כנגד סמית' משין,isolation,,yes,yes
pg_new_471,pg,back,Back,Спина,גב,smith,Deadlift against Smith machine,Становая тяга в Смит-машине,דד ליפט כנגד סמית' משין,isolation,,yes,yes
pg_new_472,pg,legs,Legs,Ноги,רגליים,machine,"Leg press seated against machine, legs together / each leg separately","Жим ногами сидя в тренажёре, ноги вместе / каждой ногой отдельно",לחיצת רגליים בישיבה כנגד מכונה רגליים ביחד / כל רגל בנפרד,isolation,,yes,yes
pg_new_474,pg,legs,Legs,Ноги,רגליים,bodyweight,Bodyweight sumo squat,Приседания сумо с собственным весом,סקוואט סומו כנגד משקל גוף,isolation,,yes,yes
pg_new_475,pg,legs,Legs,Ноги,רגליים,bosu,Bodyweight squat on Bosu,Приседания с собственным весом на Bosu,סקוואט בעמידה על בוסו כנגד משקל גוף,isolation,,yes,yes
bf_45-degree-side-bend,bf,abdominals,Abdominals,Мышцы кора,בטן,machine,45 Degree Side Bend,Наклон в сторону под 45 градусов,הטיה צדדית בזווית 45 מעלות,isolation,,yes,yes
bf_Bentover-Dumbbell-Lateral-Raise,bf,shoulders,Shoulders,Плечи,כתפיים,dumbbell,Bentover Dumbbell Lateral Raise,Подъем гантелей в наклоне в стороны,הרמת דמבל בכיפוף צדדית,isolation,,yes,yes
bf_Dumbbell-Romanian-Deadlift,bf,legs,Legs,Ноги,רגליים,dumbbell,Dumbbell Romanian Deadlift,Румынская становая тяга с гантелями,מתיחת רומנית עם דמבל,isolation,,yes,yes
bf_EZ-Bar-Front-Raise,bf,shoulders,Shoulders,Плечи,כתפיים,barbell,EZ Bar Front Raise,Подъем EZ-штанги перед собой,הרמת מוט EZ לפנים,isolation,,yes,yes
bf_Good-morning,bf,back,Back,Спина,גב,barbell,Good-morning,Доброе утро,בוקר טוב,isolation,,yes,yes
bf_T-bar-Row-Machine,bf,back,Back,Спина,גב,machine,T-bar Row Machine,Тяга Т-грифа на тренажере,משיכת T-בר במכונה,isolation,,yes,yes
bf_V-Squat,bf,legs,Legs,Ноги,רגליים,machine,V Squat,V-приседание,סקוואט V,isolation,,yes,yes
bf_ab-coaster-machine,bf,abdominals,Abdominals,Мышцы кора,בטן,machine,Ab Coaster Machine,Тренажер Ab Coaster,מכונת Ab Coaster,isolation,,yes,yes
bf_abdominal-crunch-machine,bf,abdominals,Abdominals,Мышцы кора,בטן,machine,Abdominal Crunch Machine,Тренажер для пресса,מכונת כפיסת בטן,isolation,,yes,yes
bf_abdominal-hip-thrust,bf,legs,Legs,Ноги,רגליים,bodyweight,Abdominal Hip Thrust,Подъем таза с акцентом на пресс,דחיפת מפשעת בטן,isolation,,yes,yes
bf_abs-roll-out,bf,abdominals,Abdominals,Мышцы кора,בטן,barbell,Abs Roll Out,Ролик для пресса,גלגול בטן,isolation,,yes,yes
bf_air-bicycle-abs,bf,abdominals,Abdominals,Мышцы кора,בטן,bodyweight,Air Bicycle Abs,Велосипед лежа,אופני אוויר לבטן,isolation,,yes,yes
bf_air-squat,bf,legs,Legs,Ноги,רגליים,bodyweight,Air Squat,Приседание без веса,סקווט חופשי,isolation,,yes,yes
bf_archer-push-up,bf,chest,Chest,Грудь,חזה,bodyweight,Archer Push Up,Отжимание лучника,פוש אפ קשת,isolation,,yes,yes
bf_arm-curl-machine,bf,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,machine,Arm Curl Machine,Сгибание рук на тренажере,מכונת כיפוף זרועות,isolation,,yes,yes
bf_arnold-dumbbell-press,bf,shoulders,Shoulders,Плечи,כתפיים,dumbbell,Arnold Dumbbell Press,Жим Арнольда с гантелями,סקיצת ארנולד עם משקולות,isolation,,yes,yes
bf_assault-bike,bf,warmup,Warmup,Разминка,חימום,machine,Assault Bike,Велотренажер Assault Bike,אופני התעמלות,isolation,,yes,yes
bf_assisted-dip-machine,bf,chest,Chest,Грудь,חזה,machine,Assisted Dip Machine,Тренажер для отжиманий с поддержкой,מכונת עזר לדיפס,isolation,,yes,yes
bf_assisted-pull-up-machine,bf,back,Back,Спина,גב,machine,Assisted Pull Up Machine,Тяга с поддержкой,משיכה מסייעת,isolation,,yes,yes
bf_back-extension,bf,back,Back,Спина,גב,bodyweight,Back Extension,Разгибание спины,הרחבת גב,isolation,,yes,yes
bf_back-squat,bf,legs,Legs,Ноги,רגליים,barbell,Back Squat,Приседания со штангой на спине,סקוואט עם משקולות על הגב,isolation,,yes,yes
bf_bar-muscle-up,bf,fullbody,Full Body,Всё тело,כל הגוף,bodyweight,Bar Muscle-up,Подтягивание на перекладине с переходом,מתיחת שרירים על מוט,isolation,,yes,yes
bf_barbbell-preacher-curl,bf,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,barbell,Barbbell Preacher Curl,Сгибание рук со штангой на скамье-preacher,כפיפת ביצים עם מוט כומתה,isolation,,yes,yes
bf_barbell-bench-press,bf,chest,Chest,Грудь,חזה,barbell,Barbell Bench Press,Жим штанги лежа,לחיצת מוט שכיבה,isolation,,yes,yes
bf_barbell-bicep-curl,bf,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,barbell,Barbell Bicep Curl,Подъем штанги на бицепс,כפיפת ברכיים עם משקולת,isolation,,yes,yes
bf_barbell-box-squat,bf,legs,Legs,Ноги,רגליים,barbell,Barbell Box Squat,Приседания на ящик со штангой,סקווט עם משקולת על קופסה,compound,,yes,yes
bf_barbell-bulgarian-split-squat,bf,legs,Legs,Ноги,רגליים,barbell,Barbell Bulgarian Split Squat,Болгарские сплит-приседания со штангой,סקווט בולגרי עם משקולת,compound,,yes,yes
bf_barbell-floor-chest-press,bf,chest,Chest,Грудь,חזה,barbell,Barbell Floor Chest Press,Жим штанги лежа на полу,סקירת מוט מהרצפה,compound,,yes,yes
bf_barbell-front-rack-lunge,bf,legs,Legs,Ноги,רגליים,barbell,Barbell Front Rack Lunge,Выпад со штангой на груди,סקירת מוט קדמית בסקווט,compound,,yes,yes
bf_barbell-front-raise,bf,shoulders,Shoulders,Плечи,כתפיים,barbell,Barbell Front Raise,Подъем штанги перед собой,הרמת מוט קדמית,isolation,,yes,yes
bf_barbell-hack-squat,bf,legs,Legs,Ноги,רגליים,barbell,Barbell Hack Squat,Приседания с гантелями сзади,סקווט עם משקולת מאחור,compound,,yes,yes
bf_barbell-hip-thrust,bf,legs,Legs,Ноги,רגליים,barbell,Barbell Hip Thrust,Тазовые подъемы со штангой,דחיפת מותניים עם משקולת,compound,,yes,yes
bf_barbell-incline-bench-press,bf,chest,Chest,Грудь,חזה,barbell,Barbell Incline Bench Press,Жим штанги на наклонной скамье,לחיצת משקולת על ספה משופעת,compound,,yes,yes
bf_barbell-incline-row,bf,back,Back,Спина,גב,barbell,Barbell Incline Row,Тяга штанги на наклонной скамье,משיכת מוט משקולות בשיפוע,compound,,yes,yes
bf_barbell-jump-squat,bf,legs,Legs,Ноги,רגליים,barbell,Barbell Jump Squat,Приседание с прыжком со штангой,סקוואט קפיצה עם מוט משקולות,compound,,yes,yes
bf_barbell-lunge,bf,legs,Legs,Ноги,רגליים,barbell,Barbell Lunge,Выпад со штангой,פעימה עם מוט משקולות,compound,,yes,yes
bf_barbell-overhead-squat,bf,legs,Legs,Ноги,רגליים,barbell,Barbell Overhead Squat,Приседания со штангой над головой,סקווט עם מוט מעל הראש,compound,,yes,yes
